uid,department_id,department_name,school_kcode,school_name,name,name_hira,created_date,updated_date
2263,56,看護学部,col-K23001529-0000,三育学院大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2264,203,看護学部,col-K23007787-0000,亀田医療大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2265,2668,社会福祉学部,col-K23002977-0000,東京福祉大学,社会福祉学科,しゃかいふくしがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2266,2668,社会福祉学部,col-K23002977-0000,東京福祉大学,社会福祉学科,しゃかいふくしがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2267,2668,社会福祉学部,col-K23002977-0000,東京福祉大学,社会福祉学科,しゃかいふくしがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2268,2668,社会福祉学部,col-K23002977-0000,東京福祉大学,保育児童学科,ほいくじどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2269,2668,社会福祉学部,col-K23002977-0000,東京福祉大学,保育児童学科,ほいくじどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2270,2667,教育学部,col-K23002977-0000,東京福祉大学,教育学科,きょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2271,2667,教育学部,col-K23002977-0000,東京福祉大学,教育学科,きょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2272,2667,教育学部,col-K23002977-0000,東京福祉大学,教育学科,きょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2273,2666,心理学部,col-K23002977-0000,東京福祉大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2274,2666,心理学部,col-K23002977-0000,東京福祉大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2275,2666,心理学部,col-K23002977-0000,東京福祉大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2276,2665,保育児童学部,col-K23002977-0000,東京福祉大学,保育児童学科,ほいくじどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2277,2665,保育児童学部,col-K23002977-0000,東京福祉大学,保育児童学科,ほいくじどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2278,3831,文学部,col-K23001172-0000,跡見学園女子大学,人文学科,じんぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2279,3831,文学部,col-K23001172-0000,跡見学園女子大学,現代文化表現学科,げんだいぶんかひょうげんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2280,3831,文学部,col-K23001172-0000,跡見学園女子大学,コミュニケーション文化学科,こみゅにけーしょんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2281,3829,マネジメント学部,col-K23001172-0000,跡見学園女子大学,マネジメント学科,まねじめんとがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2282,3829,マネジメント学部,col-K23001172-0000,跡見学園女子大学,生活環境マネジメント学科,せいかつかんきょうまねじめんとがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2283,3832,観光コミュニティ学部,col-K23001172-0000,跡見学園女子大学,観光デザイン学科,かんこうでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2284,3832,観光コミュニティ学部,col-K23001172-0000,跡見学園女子大学,コミュニティデザイン学科,こみゅにてぃでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2285,3830,心理学部,col-K23001172-0000,跡見学園女子大学,臨床心理学科,りんしょうしんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2286,2153,教育学部,col-K23001389-0000,文教大学,学校教育課程,がくこうきょういくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
2287,2153,教育学部,col-K23001389-0000,文教大学,発達教育課程,はつたつきょういくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
2288,2153,教育学部,col-K23001389-0000,文教大学,心理教育課程,しんりきょういくかてい,2025-06-25 23:44:19,2025-06-25 23:44:19
2289,2149,人間科学部,col-K23001389-0000,文教大学,人間科学科,じんげんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2290,2149,人間科学部,col-K23001389-0000,文教大学,臨床心理学科,りんしょうしんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2291,2149,人間科学部,col-K23001389-0000,文教大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2292,2152,情報学部,col-K23001389-0000,文教大学,情報システム学科,じょうほうしすてむがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2293,2152,情報学部,col-K23001389-0000,文教大学,情報社会学科,じょうほうしゃかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2294,2152,情報学部,col-K23001389-0000,文教大学,メディア表現学科,めでぃあひょうげんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2295,2154,文学部,col-K23001389-0000,文教大学,日本語日本文学科,にちほんごにちほんぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2296,2154,文学部,col-K23001389-0000,文教大学,英米語英米文学科,えいべいごえいべいぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2297,2154,文学部,col-K23001389-0000,文教大学,中国語中国文学科,ちゅうこくごちゅうこくぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2298,2154,文学部,col-K23001389-0000,文教大学,外国語学科,がいこくごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2299,2151,国際学部,col-K23001389-0000,文教大学,国際理解学科,こくさいりかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2300,2151,国際学部,col-K23001389-0000,文教大学,国際観光学科,こくさいかんこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2301,2150,健康栄養学部,col-K23001389-0000,文教大学,管理栄養学科,かんりえいようがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2302,2155,経営学部,col-K23001389-0000,文教大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2303,2137,経営学部,col-K23001390-0000,文京学院大学,経営コミュニケーション学科,けいえいこみゅにけーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2304,2137,経営学部,col-K23001390-0000,文京学院大学,マーケティング・デザイン学科,まーけてぃんぐ・でざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2305,2134,人間学部,col-K23001390-0000,文京学院大学,コミュニケーション社会学科,こみゅにけーしょんしゃかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2306,2134,人間学部,col-K23001390-0000,文京学院大学,児童発達学科,じどうはつたつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2307,2134,人間学部,col-K23001390-0000,文京学院大学,人間福祉学科,じんげんふくしがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2308,2134,人間学部,col-K23001390-0000,文京学院大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2309,2136,外国語学部,col-K23001390-0000,文京学院大学,英語コミュニケーション学科,えいごこみゅにけーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2310,2135,保健医療技術学部,col-K23001390-0000,文京学院大学,理学療法学科,りがくりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2311,2135,保健医療技術学部,col-K23001390-0000,文京学院大学,作業療法学科,作ぎょうりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2312,2135,保健医療技術学部,col-K23001390-0000,文京学院大学,臨床検査学科,りんしょうけんさがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2313,2135,保健医療技術学部,col-K23001390-0000,文京学院大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2314,3337,心理学部,col-K23001426-0000,目白大学,心理カウンセリング学科,しんりかうんせりんぐがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2315,3334,人間学部,col-K23001426-0000,目白大学,心理カウンセリング学科,しんりかうんせりんぐがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2316,3334,人間学部,col-K23001426-0000,目白大学,人間福祉学科,じんげんふくしがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2317,3334,人間学部,col-K23001426-0000,目白大学,子ども学科,こどもがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2318,3334,人間学部,col-K23001426-0000,目白大学,児童教育学科,じどうきょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2319,3339,社会学部,col-K23001426-0000,目白大学,社会情報学科,しゃかいじょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2320,3339,社会学部,col-K23001426-0000,目白大学,メディア表現学科,めでぃあひょうげんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2321,3339,社会学部,col-K23001426-0000,目白大学,地域社会学科,ちいきしゃかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2322,3333,メディア学部,col-K23001426-0000,目白大学,メディア学科,めでぃあがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2323,3340,経営学部,col-K23001426-0000,目白大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2324,3336,外国語学部,col-K23001426-0000,目白大学,英米語学科,えいべいごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2325,3336,外国語学部,col-K23001426-0000,目白大学,中国語学科,ちゅうこくごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2326,3336,外国語学部,col-K23001426-0000,目白大学,韓国語学科,かんこくごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2327,3336,外国語学部,col-K23001426-0000,目白大学,日本語・日本語教育学科,にちほんご・にちほんごきょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2328,3335,保健医療学部,col-K23001426-0000,目白大学,理学療法学科,りがくりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2329,3335,保健医療学部,col-K23001426-0000,目白大学,作業療法学科,作ぎょうりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2330,3335,保健医療学部,col-K23001426-0000,目白大学,言語聴覚学科,げんごちょうかくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2331,3338,看護学部,col-K23001426-0000,目白大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2332,2630,国際学部,col-K23001677-0000,東京成徳大学,国際学科,こくさいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2333,2632,応用心理学部,col-K23001677-0000,東京成徳大学,臨床心理学科,りんしょうしんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2334,2632,応用心理学部,col-K23001677-0000,東京成徳大学,健康・スポーツ心理学科,けんこう・すぽーつしんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2335,2631,子ども学部,col-K23001677-0000,東京成徳大学,子ども学科,こどもがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2336,2633,経営学部,col-K23001677-0000,東京成徳大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2337,2869,現代経営学部,col-K23001688-0000,東洋学園大学,現代経営学科,げんだいけいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2338,2868,人間科学部,col-K23001688-0000,東洋学園大学,人間科学科,じんげんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2339,2867,グローバル・コミュニケーション学部,col-K23001688-0000,東洋学園大学,グローバル・コミュニケーション学科,ぐろーばる・こみゅにけーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2340,2867,グローバル・コミュニケーション学部,col-K23001688-0000,東洋学園大学,英語コミュニケーション学科,えいごこみゅにけーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2341,1788,人文社会学部,col-K23001633-0000,帝京平成大学,人間文化学科,じんげんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2342,1788,人文社会学部,col-K23001633-0000,帝京平成大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2343,1788,人文社会学部,col-K23001633-0000,帝京平成大学,児童学科,じどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2344,1788,人文社会学部,col-K23001633-0000,帝京平成大学,観光経営学科,かんこうけいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2345,1789,健康メディカル学部,col-K23001633-0000,帝京平成大学,理学療法学科,りがくりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2346,1789,健康メディカル学部,col-K23001633-0000,帝京平成大学,作業療法学科,作ぎょうりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2347,1789,健康メディカル学部,col-K23001633-0000,帝京平成大学,言語聴覚学科,げんごちょうかくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2348,1789,健康メディカル学部,col-K23001633-0000,帝京平成大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2349,1789,健康メディカル学部,col-K23001633-0000,帝京平成大学,健康栄養学科,けんこうえいようがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2350,1789,健康メディカル学部,col-K23001633-0000,帝京平成大学,医療科学科,いりょうかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2351,1787,ヒューマンケア学部,col-K23001633-0000,帝京平成大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2352,1787,ヒューマンケア学部,col-K23001633-0000,帝京平成大学,柔道整復学科,じゅう道せいふくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2353,1787,ヒューマンケア学部,col-K23001633-0000,帝京平成大学,鍼灸学科,鍼きゅうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2354,1791,薬学部,col-K23001633-0000,帝京平成大学,薬学科,やくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2355,1790,健康医療スポーツ学部,col-K23001633-0000,帝京平成大学,理学療法学科,りがくりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2356,1790,健康医療スポーツ学部,col-K23001633-0000,帝京平成大学,作業療法学科,作ぎょうりょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2357,1790,健康医療スポーツ学部,col-K23001633-0000,帝京平成大学,柔道整復学科,じゅう道せいふくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2358,1790,健康医療スポーツ学部,col-K23001633-0000,帝京平成大学,医療スポーツ学科,いりょうすぽーつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2359,1790,健康医療スポーツ学部,col-K23001633-0000,帝京平成大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2360,1790,健康医療スポーツ学部,col-K23001633-0000,帝京平成大学,リハビリテーション学科,りはびりてーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2361,4123,文学部,col-K23001884-0000,青山学院大学,英米文学科,えいべいぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2362,4123,文学部,col-K23001884-0000,青山学院大学,フランス文学科,ふらんすぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2363,4123,文学部,col-K23001884-0000,青山学院大学,日本文学科,にちほんぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2364,4123,文学部,col-K23001884-0000,青山学院大学,史学科,しがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2365,4123,文学部,col-K23001884-0000,青山学院大学,比較芸術学科,ひかくげいじゅつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2366,4122,教育人間科学部,col-K23001884-0000,青山学院大学,教育学科,きょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2367,4122,教育人間科学部,col-K23001884-0000,青山学院大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2368,4128,経済学部,col-K23001884-0000,青山学院大学,経済学科,けいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2369,4128,経済学部,col-K23001884-0000,青山学院大学,現代経済デザイン学科,げんだいけいざいでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2370,4124,法学部,col-K23001884-0000,青山学院大学,法学科,ほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2371,4124,法学部,col-K23001884-0000,青山学院大学,ヒューマンライツ学科,ひゅーまんらいつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2372,4127,経営学部,col-K23001884-0000,青山学院大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2373,4127,経営学部,col-K23001884-0000,青山学院大学,マーケティング学科,まーけてぃんぐがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2374,4120,国際政治経済学部,col-K23001884-0000,青山学院大学,国際政治学科,こくさいせいちがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2375,4120,国際政治経済学部,col-K23001884-0000,青山学院大学,国際経済学科,こくさいけいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2376,4120,国際政治経済学部,col-K23001884-0000,青山学院大学,国際コミュニケーション学科,こくさいこみゅにけーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2377,4129,総合文化政策学部,col-K23001884-0000,青山学院大学,総合文化政策学科,そうごうぶんかせいさくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2378,4125,理工学部,col-K23001884-0000,青山学院大学,物理・数理学科,ぶつり・すうりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2379,4125,理工学部,col-K23001884-0000,青山学院大学,物理科学科,ぶつりかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2380,4125,理工学部,col-K23001884-0000,青山学院大学,数理サイエンス学科,すうりさいえんすがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2381,4125,理工学部,col-K23001884-0000,青山学院大学,化学・生命科学科,かがく・せいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2382,4125,理工学部,col-K23001884-0000,青山学院大学,電気電子工学科,でんきでんここうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2383,4125,理工学部,col-K23001884-0000,青山学院大学,機械創造工学科,きかいそう造こうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2384,4125,理工学部,col-K23001884-0000,青山学院大学,経営システム工学科,けいえいしすてむこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2385,4125,理工学部,col-K23001884-0000,青山学院大学,情報テクノロジー学科,じょうほうてくのろじーがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2386,4126,社会情報学部,col-K23001884-0000,青山学院大学,社会情報学科,しゃかいじょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2387,4121,地球社会共生学部,col-K23001884-0000,青山学院大学,地球社会共生学科,ちきゅうしゃかいきょうせいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2388,4119,コミュニティ人間科学部,col-K23001884-0000,青山学院大学,コミュニティ人間科学科,こみゅにてぃじんげんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2389,95,音楽学部,,上野学園大学,音楽学科,おんがくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2390,1091,家政学部,col-K23001932-0000,大妻女子大学,被服学科,ひふくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2391,1091,家政学部,col-K23001932-0000,大妻女子大学,食物学科,しょくぶつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2392,1091,家政学部,col-K23001932-0000,大妻女子大学,児童学科,じどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2393,1091,家政学部,col-K23001932-0000,大妻女子大学,ライフデザイン学科,らいふでざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2394,1092,文学部,col-K23001932-0000,大妻女子大学,日本文学科,にちほんぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2395,1092,文学部,col-K23001932-0000,大妻女子大学,英語英文学科,えいごえいぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2396,1092,文学部,col-K23001932-0000,大妻女子大学,コミュニケーション文化学科,こみゅにけーしょんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2397,1094,社会情報学部,col-K23001932-0000,大妻女子大学,社会情報学科,しゃかいじょうほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2398,1090,人間関係学部,col-K23001932-0000,大妻女子大学,人間関係学科,じんげん関係がくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2399,1090,人間関係学部,col-K23001932-0000,大妻女子大学,人間福祉学科,じんげんふくしがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2400,1093,比較文化学部,col-K23001932-0000,大妻女子大学,比較文化学科,ひかくぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2401,1394,法学部,col-K23001965-0000,学習院大学,法学科,ほうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2402,1394,法学部,col-K23001965-0000,学習院大学,政治学科,せいちがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2403,1396,経済学部,col-K23001965-0000,学習院大学,経済学科,けいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2404,1396,経済学部,col-K23001965-0000,学習院大学,経営学科,けいえいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2405,1393,文学部,col-K23001965-0000,学習院大学,哲学科,てつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2406,1393,文学部,col-K23001965-0000,学習院大学,史学科,しがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2407,1393,文学部,col-K23001965-0000,学習院大学,日本語日本文学科,にちほんごにちほんぶんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2408,1393,文学部,col-K23001965-0000,学習院大学,英語英米文化学科,えいごえいべいぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2409,1393,文学部,col-K23001965-0000,学習院大学,ドイツ語圏文化学科,どいつごけんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2410,1393,文学部,col-K23001965-0000,学習院大学,フランス語圏文化学科,ふらんすごけんぶんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2411,1393,文学部,col-K23001965-0000,学習院大学,心理学科,しんりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2412,1393,文学部,col-K23001965-0000,学習院大学,教育学科,きょういくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2413,1395,理学部,col-K23001965-0000,学習院大学,物理学科,ぶつりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2414,1395,理学部,col-K23001965-0000,学習院大学,化学科,かがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2415,1395,理学部,col-K23001965-0000,学習院大学,数学科,すうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2416,1395,理学部,col-K23001965-0000,学習院大学,生命科学科,せいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2417,1392,国際社会科学部,col-K23001965-0000,学習院大学,国際社会科学科,こくさいしゃかいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2418,645,薬学部,col-K23001987-0000,北里大学,薬学科,やくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2419,645,薬学部,col-K23001987-0000,北里大学,生命創薬科学科,せいめいそうやくかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2420,642,獣医学部,col-K23001987-0000,北里大学,獣医学科,じゅういがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2421,642,獣医学部,col-K23001987-0000,北里大学,動物資源科学科,どうぶつしげんかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2422,642,獣医学部,col-K23001987-0000,北里大学,生物環境科学科,せいぶつかんきょうかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2423,638,医学部,col-K23001987-0000,北里大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2424,641,海洋生命科学部,col-K23001987-0000,北里大学,海洋生命科学科,かいようせいめいかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2425,644,看護学部,col-K23001987-0000,北里大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2426,643,理学部,col-K23001987-0000,北里大学,物理学科,ぶつりがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2427,643,理学部,col-K23001987-0000,北里大学,化学科,かがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2428,643,理学部,col-K23001987-0000,北里大学,生物科学科,せいぶつかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2429,639,医療衛生学部,col-K23001987-0000,北里大学,保健衛生学科,ほけんえいせいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2430,639,医療衛生学部,col-K23001987-0000,北里大学,医療検査学科,いりょうけんさがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2431,639,医療衛生学部,col-K23001987-0000,北里大学,医療工学科,いりょうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2432,639,医療衛生学部,col-K23001987-0000,北里大学,リハビリテーション学科,りはびりてーしょんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2433,640,未来工学部,col-K23001987-0000,北里大学,データサイエンス学科,でーたさいえんすがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2434,463,家政学部,col-K23001998-0000,共立女子大学,被服学科,ひふくがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2435,463,家政学部,col-K23001998-0000,共立女子大学,食物栄養学科,しょくぶつえいようがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2436,463,家政学部,col-K23001998-0000,共立女子大学,建築・デザイン学科,けんちく・でざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2437,463,家政学部,col-K23001998-0000,共立女子大学,児童学科,じどうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2438,465,文芸学部,col-K23001998-0000,共立女子大学,文芸学科,ぶんげいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2439,462,国際学部,col-K23001998-0000,共立女子大学,国際学科,こくさいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2440,466,看護学部,col-K23001998-0000,共立女子大学,看護学科,かんごがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2441,461,ビジネス学部,col-K23001998-0000,共立女子大学,ビジネス学科,びじねすがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2442,464,建築・デザイン学部,col-K23001998-0000,共立女子大学,建築・デザイン学科,けんちく・でざいんがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2443,2059,文学部,col-K23002036-0000,慶應義塾大学,人文社会学科,じんぶんしゃかいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2444,2064,経済学部,col-K23002036-0000,慶應義塾大学,経済学科,けいざいがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2445,2060,法学部,col-K23002036-0000,慶應義塾大学,法律学科,ほうりつがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2446,2060,法学部,col-K23002036-0000,慶應義塾大学,政治学科,せいちがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2447,2058,商学部,col-K23002036-0000,慶應義塾大学,商学科,しょうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2448,2057,医学部,col-K23002036-0000,慶應義塾大学,医学科,いがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2449,2061,理工学部,col-K23002036-0000,慶應義塾大学,機械工学科,きかいこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2450,2061,理工学部,col-K23002036-0000,慶應義塾大学,電気情報工学科,でんきじょうほうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2451,2061,理工学部,col-K23002036-0000,慶應義塾大学,応用化学科,おうようかがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
2452,2061,理工学部,col-K23002036-0000,慶應義塾大学,物理情報工学科,ぶつりじょうほうこうがくか,2025-06-25 23:44:19,2025-06-25 23:44:19
